time,summary,icon,sunriseTime,sunsetTime,moonPhase,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,dewPoint,humidity,pressure,windSpeed,windGust,windGustTime,windBearing,cloudCover,uvIndex,uvIndexTime,visibility,ozone,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime
"Tue Jul 24 2018","Partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-day",1532429545,1532480218,0.41,0.0001,0.0013,1532448000,0.09,"rain",87.34,1532466000,67.11,1532516400,88.98,1532466000,67.88,1532516400,66,0.7,1013.61,6.17,14.64,1532433600,11,0.47,9,1532455200,10,312.39,67.78,1532430000,87.34,1532466000,68.44,1532430000,88.98,1532466000
"Mon Jul 23 2018","Mostly cloudy throughout the day.","partly-cloudy-day",1532343102,1532393858,0.37,0.0066,0.0892,1532383200,0.47,"rain",82.03,1532372400,67.78,1532430000,85.25,1532376000,68.44,1532430000,68.47,0.81,1010.27,4.56,9.76,1532379600,349,0.81,7,1532368800,9.52,312.79,68.86,1532336400,82.03,1532372400,69.85,1532336400,85.25,1532376000
