time,summary,icon,sunriseTime,sunsetTime,moonPhase,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,dewPoint,humidity,pressure,windSpeed,windGust,windGustTime,windBearing,cloudCover,uvIndex,uvIndexTime,visibility,ozone,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime
"Thu Jan 25 2018","Clear throughout the day.","clear-day",1516884658,1516921807,0.29,0,0,,0,,57.28,1516914000,31.17,1516953600,57.28,1516914000,31.17,1516953600,28.28,0.69,1032.12,0.26,4.83,1516903200,111,0,,,9.85,,24.05,1516885200,57.28,1516914000,24.05,1516885200,57.28,1516914000
"Fri Jan 26 2018","Mostly cloudy starting in the afternoon.","partly-cloudy-night",1516971024,1517008268,0.32,0,0,,0,,59.67,1517000400,49.13,1517058000,59.67,1517000400,48.37,1517058000,26.54,0.51,1031.81,2.81,14.02,1516993200,146,0.24,,,9.74,,31.17,1516953600,59.67,1517000400,31.17,1516953600,59.67,1517000400
"Sat Jan 27 2018","Overcast throughout the day.","cloudy",1517057389,1517094730,0.36,0.0007,0.0075,1517058000,0.69,"rain",57.76,1517083200,52.77,1517133600,57.76,1517083200,52.77,1517133600,47.23,0.81,1026.66,2.93,11,1517072400,150,0.96,,,9.31,,49.13,1517058000,57.76,1517083200,48.37,1517058000,57.76,1517083200
"Sun Jan 28 2018","Rain in the morning.","rain",1517143752,1517181191,0.4,0.0125,0.0705,1517151600,0.97,"rain",55.39,1517158800,35.29,1517227200,55.39,1517158800,35.29,1517227200,50.18,0.95,1022.28,1.46,9.6,1517176800,15,0.81,,,6.06,,43.07,1517202000,55.39,1517158800,43.07,1517202000,55.39,1517158800
"Mon Jan 29 2018","Mostly cloudy starting in the afternoon.","partly-cloudy-night",1517230113,1517267653,0.43,0.0006,0.0133,1517209200,0.04,"rain",56.78,1517256000,28.59,1517317200,56.78,1517256000,24.76,1517313600,31.74,0.66,1024.08,3.37,16.4,1517274000,345,0.26,,,9.75,,33.67,1517288400,56.78,1517256000,29.06,1517288400,56.78,1517256000
"Tue Jan 30 2018","Mostly cloudy in the morning.","partly-cloudy-day",1517316472,1517354114,0.47,0.0005,0.0085,1517295600,0.06,"snow",42.24,1517346000,25.97,1517385600,42.24,1517346000,25.97,1517385600,21.78,0.63,1030.22,2.28,13.49,1517295600,3,0.41,,,9.87,,26.57,1517374800,42.24,1517346000,24.76,1517313600,42.24,1517346000
"Wed Jan 31 2018","Partly cloudy overnight.","partly-cloudy-night",1517402830,1517440576,0.51,0,0.0003,1517428800,0,,57.02,1517432400,47.49,1517475600,57.02,1517432400,46.74,1517457600,24.96,0.55,1022.75,2.91,12.71,1517432400,171,0.02,,,9.83,,25.97,1517385600,57.02,1517432400,25.97,1517385600,57.02,1517432400
"Thu Feb 01 2018","Rain in the evening.","rain",1517489187,1517527037,0.55,0.0092,0.0694,1517529600,0.97,"rain",62.06,1517515200,22.49,1517576400,62.06,1517515200,18.25,1517572800,44.6,0.82,1018.9,1.61,18.56,1517529600,241,0.87,,,9.06,,36.81,1517547600,62.06,1517515200,32.45,1517547600,62.06,1517515200
"Fri Feb 02 2018","Partly cloudy overnight.","partly-cloudy-night",1517575542,1517613499,0.58,0.0006,0.0121,1517554800,0.13,"snow",35.24,1517605200,25.55,1517630400,35.24,1517605200,25.55,1517630400,18.18,0.65,1032.02,2.9,11.82,1517554800,357,0.21,,,9.95,,22.49,1517576400,35.89,1517551200,18.25,1517572800,35.24,1517605200
"Sat Feb 03 2018","Rain overnight.","rain",1517661895,1517699960,0.62,0,0,,0,,52.09,1517691600,39.62,1517734800,52.09,1517691600,35.4,1517738400,20.48,0.49,1025.24,2.66,14.5,1517720400,141,0.51,,,9.6,,27.27,1517637600,52.09,1517691600,27.27,1517637600,52.09,1517691600
"Sun Feb 04 2018","Rain in the morning and overnight.","rain",1517748247,1517786421,0.65,0.0468,0.1965,1517738400,0.98,"rain",47.13,1517781600,24.97,1517839200,47.13,1517781600,20.53,1517839200,40.16,0.91,1014.72,0.7,14.37,1517742000,179,0.78,,,7.52,,37.91,1517803200,47.13,1517781600,35.4,1517738400,47.13,1517781600
"Mon Feb 05 2018","Mostly cloudy in the morning.","partly-cloudy-day",1517834597,1517872882,0.69,0.0047,0.0414,1517814000,0.14,"snow",43.78,1517868000,33.65,1517886000,43.78,1517868000,33.65,1517886000,27.08,0.75,1023.52,1.48,12.11,1517814000,23,0.5,,,9.67,,24.97,1517839200,43.78,1517868000,20.53,1517839200,43.78,1517868000
"Tue Feb 06 2018","Rain overnight.","rain",1517920946,1517959343,0.72,0.0175,0.0318,1517979600,0.68,"rain",49.97,1517954400,46.65,1517968800,49.97,1517954400,46.65,1517968800,43.08,0.9,1023.37,0.7,6.59,1517979600,104,0.95,,,6.87,,41.74,1517918400,52.21,1517979600,41.74,1517918400,52.21,1517979600
"Wed Feb 07 2018","Heavy rain in the morning.","rain",1518007294,1518045803,0.75,0.0532,0.4048,1517997600,0.98,"rain",53.06,1518008400,27.93,1518094800,53.06,1518008400,27.02,1518076800,41.63,0.93,1022.37,1.96,12.09,1518019200,348,0.99,,,6.43,,31.7,1518066000,54.21,1517990400,29.1,1518062400,54.21,1517990400
"Thu Feb 08 2018","Mostly cloudy in the morning.","partly-cloudy-night",1518093640,1518132263,0.78,0.003,0.0685,1518073200,0.18,"snow",51.03,1518127200,29.01,1518170400,51.03,1518127200,29.01,1518170400,29.23,0.76,1030.95,1.41,6.67,1518076800,20,0.34,,,9.11,,27.93,1518094800,51.03,1518127200,27.02,1518076800,51.03,1518127200
"Fri Feb 09 2018","Mostly cloudy starting in the afternoon.","partly-cloudy-night",1518179985,1518218723,0.81,0.0004,0.0079,1518238800,0.49,"rain",65.83,1518210000,54.09,1518242400,65.83,1518210000,54.09,1518242400,37.68,0.71,1024.61,1.88,10.9,1518192000,157,0.3,,,9.81,,29.01,1518170400,65.83,1518210000,29.01,1518170400,65.83,1518210000
"Sat Feb 10 2018","Heavy rain until afternoon, starting again in the evening.","rain",1518266328,1518305183,0.84,0.1031,0.3177,1518285600,0.98,"rain",60.55,1518310800,59.53,1518328800,60.88,1518310800,59.79,1518328800,56.09,0.97,1015.82,2.6,9.39,1518271200,156,1,,,6.31,,54.09,1518242400,60.55,1518310800,54.09,1518242400,60.88,1518310800
"Sun Feb 11 2018","Overcast throughout the day.","cloudy",1518352671,1518391642,0.87,0.0171,0.2013,1518328800,0.98,"rain",66.03,1518379200,33.03,1518436800,66.54,1518379200,28.72,1518433200,56.2,0.95,1014.76,1.56,9.75,1518379200,246,0.99,,,9.03,,43.06,1518411600,66.03,1518379200,42.8,1518404400,66.54,1518379200
"Mon Feb 12 2018","Overcast throughout the day.","cloudy",1518439012,1518478101,0.9,0.0001,0.0005,1518429600,0.12,"rain",40.2,1518472800,38.11,1518487200,40.2,1518472800,38.11,1518487200,34.77,0.9,1029.5,3.53,12.58,1518433200,10,0.99,,,8.15,,33.03,1518436800,41.41,1518415200,28.72,1518433200,40.2,1518472800
"Tue Feb 13 2018","Overcast throughout the day.","cloudy",1518525351,1518564560,0.93,0,0,,0,,61.41,1518552000,50.96,1518613200,61.41,1518552000,50.96,1518613200,47.11,0.91,1032.72,1.05,6.47,1518544800,140,0.99,,,7.87,,38.98,1518512400,61.41,1518552000,38.98,1518512400,61.41,1518552000
"Wed Feb 14 2018","Rain in the morning and afternoon.","rain",1518611690,1518651018,0.96,0.0211,0.0895,1518663600,0.97,"rain",59.56,1518656400,60.02,1518660000,59.76,1518656400,60.27,1518660000,54.89,0.96,1027.31,2.24,8.65,1518609600,163,0.98,,,7.82,,50.96,1518613200,61.21,1518670800,50.96,1518613200,61.6,1518670800
"Thu Feb 15 2018","Mostly cloudy throughout the day.","partly-cloudy-day",1518698027,1518737477,0.99,0.0013,0.0222,1518678000,0.24,"rain",73.45,1518728400,64.71,1518786000,73.92,1518728400,64.94,1518786000,62.87,0.88,1019.35,4.06,14.46,1518724800,206,0.85,,,9.49,,61.79,1518674400,73.45,1518728400,62.22,1518674400,73.92,1518728400
"Fri Feb 16 2018","Overcast throughout the day.","cloudy",1518784363,1518823934,0.03,0.0017,0.025,1518807600,0.89,"rain",65.11,1518793200,44.69,1518854400,65.36,1518793200,43.43,1518840000,53.91,0.9,1018.9,1.2,14.22,1518807600,272,0.92,,,8.18,,44.75,1518843600,66.94,1518760800,43.43,1518840000,67.41,1518760800
"Sat Feb 17 2018","Rain starting in the afternoon, continuing until evening.","rain",1518870698,1518910391,0.06,0.0123,0.0694,1518912000,0.96,"rain",58.02,1518890400,38,1518958800,58.02,1518890400,38,1518958800,47.11,0.95,1019.89,0.47,12.38,1518890400,264,1,,,7.43,,44.69,1518854400,58.02,1518890400,44.69,1518854400,58.02,1518890400
"Sun Feb 18 2018","Mostly cloudy starting in the afternoon.","partly-cloudy-night",1518957032,1518996848,0.09,0.0007,0.0103,1518937200,0.21,"rain",62.84,1518984000,56.71,1519020000,62.84,1518984000,56.71,1519020000,44.17,0.77,1023.56,1.13,8.26,1518984000,99,0.6,,,9.99,,38,1518958800,62.84,1518984000,38,1518958800,62.84,1518984000
"Mon Feb 19 2018","Mostly cloudy throughout the day.","partly-cloudy-day",1519043365,1519083305,0.13,0.0001,0.0004,1519023600,0.04,"rain",75.35,1519074000,61.11,1519131600,75.46,1519070400,61.16,1519131600,58.73,0.8,1022.05,3.32,13.72,1519066800,163,0.62,,,9.93,,56.71,1519020000,75.35,1519074000,56.71,1519020000,75.46,1519070400
"Tue Feb 20 2018","Mostly cloudy throughout the day.","partly-cloudy-day",1519129697,1519169761,0.16,0,0.0004,1519153200,0,,77.07,1519160400,67.63,1519207200,77.5,1519160400,68.47,1519207200,61.47,0.76,1023.3,3.62,14.42,1519146000,159,0.61,,,9.91,,61.11,1519131600,77.07,1519160400,61.16,1519131600,77.5,1519160400
"Wed Feb 21 2018","Mostly cloudy throughout the day.","partly-cloudy-day",1519216027,1519256217,0.2,0.0044,0.058,1519225200,0.61,"rain",80.13,1519246800,64.63,1519304400,81.77,1519243200,65.01,1519304400,64.61,0.8,1024.43,3.04,15.39,1519243200,179,0.8,,,9.69,,66.61,1519272000,80.13,1519246800,66.93,1519272000,81.77,1519243200
"Thu Feb 22 2018","Rain in the afternoon.","rain",1519302357,1519342672,0.23,0.0126,0.0988,1519322400,0.94,"rain",75.3,1519336800,62.39,1519390800,75.66,1519336800,62.66,1519390800,63.04,0.82,1026.04,1.98,23.5,1519300800,187,0.54,,,9.55,,62.99,1519362000,75.3,1519336800,63.2,1519362000,75.66,1519336800
"Fri Feb 23 2018","Rain overnight.","rain",1519388686,1519429127,0.27,0,0,,0,,78.4,1519419600,61.75,1519462800,78.4,1519419600,62.14,1519462800,59.48,0.73,1024.66,1.99,10.52,1519419600,189,0.34,,,9.91,,62.39,1519390800,78.4,1519419600,62.66,1519390800,78.4,1519419600
"Sat Feb 24 2018","Heavy rain overnight.","rain",1519475014,1519515582,0.31,0.0119,0.1441,1519459200,0.87,"rain",73.95,1519498800,52.94,1519556400,74.55,1519498800,52.94,1519556400,63.24,0.87,1016.74,3.76,18.17,1519534800,183,0.88,,,9.22,,61.75,1519462800,73.95,1519498800,62.14,1519462800,74.55,1519498800
"Sun Feb 25 2018","Rain in the morning and evening.","rain",1519561341,1519602036,0.35,0.0273,0.3008,1519549200,0.93,"rain",56.11,1519592400,51.28,1519650000,56.11,1519592400,51.28,1519650000,53.81,0.93,1018.16,1.38,20.9,1519545600,211,0.95,,,9.25,,52.94,1519556400,69.07,1519542000,52.94,1519556400,69.63,1519542000
"Mon Feb 26 2018","Mostly cloudy until afternoon.","partly-cloudy-day",1519647667,1519688489,0.38,0.0107,0.0767,1519628400,0.95,"rain",63.64,1519678800,37.42,1519732800,63.64,1519678800,37.42,1519732800,48.33,0.81,1022.91,1.34,10.3,1519646400,15,0.55,,,9.21,,43.03,1519707600,63.64,1519678800,43.03,1519707600,63.64,1519678800
"Tue Feb 27 2018","Rain overnight.","rain",1519733992,1519774943,0.42,0.0005,0.0098,1519714800,0.12,"rain",67.46,1519765200,51.14,1519812000,67.46,1519765200,51.14,1519812000,42.26,0.69,1025.02,2.14,12.01,1519747200,139,0.15,,,9.91,,37.42,1519732800,67.46,1519765200,37.42,1519732800,67.46,1519765200
"Wed Feb 28 2018","Heavy rain until evening.","rain",1519820317,1519861396,0.46,0.0951,0.3442,1519869600,0.96,"rain",63.76,1519855200,57.3,1519909200,64.34,1519855200,57.3,1519909200,56.04,0.94,1014.75,1.67,12.15,1519822800,151,0.99,,,6.38,,51.14,1519812000,63.76,1519855200,51.14,1519812000,64.34,1519855200
"Thu Mar 01 2018","Light rain until afternoon.","rain",1519906640,1519947848,0.49,0.0158,0.0505,1519916400,0.96,"rain",60.03,1519945200,40.28,1519992000,60.03,1519945200,39.08,1519995600,55.27,0.92,1012.86,1.76,12.27,1519959600,299,0.85,,,8.88,,50.28,1519966800,63.04,1519898400,50.28,1519966800,63.54,1519898400
"Fri Mar 02 2018","Clear throughout the day.","clear-day",1519992963,1520034300,0.53,0.0002,0.0034,1519977600,0.1,"rain",56.32,1520024400,34.59,1520078400,56.32,1520024400,34.59,1520078400,35.53,0.65,1026.03,3.09,13.46,1520002800,6,0.04,,,9.84,,40.28,1519992000,56.32,1520024400,39.08,1519995600,56.32,1520024400
"Sat Mar 03 2018","Clear throughout the day.","clear-day",1520079286,1520120752,0.57,0.0001,0.0006,1520085600,0.02,"rain",61.56,1520110800,34.08,1520164800,61.56,1520110800,34.08,1520164800,27.77,0.49,1026.83,2.43,10.89,1520107200,23,0,,,9.82,,34.59,1520078400,61.56,1520110800,34.59,1520078400,61.56,1520110800
"Sun Mar 04 2018","Partly cloudy starting in the evening.","partly-cloudy-night",1520165607,1520207204,0.6,0,0.0003,1520197200,0,,68.54,1520197200,45.96,1520226000,68.54,1520197200,45.96,1520226000,31.87,0.52,1023.21,0.75,6.12,1520190000,43,0.11,,,9.9,,34.08,1520164800,68.54,1520197200,34.08,1520164800,68.54,1520197200
"Mon Mar 05 2018","Overcast throughout the day.","cloudy",1520251928,1520293655,0.63,0.0019,0.0171,1520265600,0.91,"rain",57.11,1520287200,51.57,1520341200,57.11,1520287200,51.57,1520341200,44.03,0.72,1015.74,2.03,9.58,1520298000,142,0.94,,,9.77,,46.7,1520229600,57.11,1520287200,46.7,1520229600,57.11,1520287200
"Tue Mar 06 2018","Mostly cloudy in the morning.","partly-cloudy-day",1520338249,1520380106,0.67,0.0014,0.012,1520326800,0.59,"rain",64.78,1520370000,36.24,1520427600,64.78,1520370000,31.66,1520420400,36.02,0.51,1010.65,2.93,14.78,1520398800,298,0.38,,,9.9,,49.79,1520398800,64.78,1520370000,46.83,1520398800,64.78,1520370000
"Wed Mar 07 2018","Mostly cloudy throughout the day.","partly-cloudy-day",1520424569,1520466556,0.7,0,0.0005,1520406000,0,,44.29,1520456400,29.52,1520496000,42.97,1520456400,27.84,1520510400,26.79,0.58,1018.11,4.45,17.52,1520402400,309,0.66,,,9.97,,35.15,1520485200,47.78,1520402400,31.66,1520420400,44.54,1520402400
"Thu Mar 08 2018","Partly cloudy until afternoon.","partly-cloudy-day",1520510888,1520553006,0.73,0.0001,0.0013,1520542800,0.02,"rain",46.39,1520542800,26.16,1520596800,43.67,1520542800,26.16,1520596800,26.14,0.66,1019.86,2.81,13.86,1520542800,300,0.28,,,9.83,,29.52,1520496000,46.39,1520542800,27.84,1520510400,43.67,1520542800
"Fri Mar 09 2018","Partly cloudy overnight.","partly-cloudy-night",1520597207,1520639456,0.76,0.0003,0.0012,1520611200,0.03,"rain",60.92,1520632800,47.62,1520658000,60.92,1520632800,47.62,1520658000,29.04,0.6,1018.14,1.84,11.21,1520622000,201,0.05,,,9.86,,26.16,1520596800,60.92,1520632800,26.16,1520596800,60.92,1520632800
"Sat Mar 10 2018","Rain in the morning and evening.","rain",1520683525,1520725906,0.79,0.0186,0.1232,1520744400,0.92,"rain",56.34,1520719200,53.88,1520773200,56.34,1520719200,53.88,1520773200,45.91,0.81,1013.9,1.06,9.65,1520668800,186,0.89,,,8.43,,48.37,1520661600,56.34,1520719200,48.37,1520661600,56.34,1520719200
"Sun Mar 11 2018","Rain in the evening.","rain",1520769843,1520812355,0.82,0.0226,0.1569,1520820000,0.95,"rain",59.34,1520794800,35.38,1520852400,59.34,1520794800,30.04,1520859600,52.75,0.92,1010.81,0.43,13.06,1520827200,200,0.96,,,9.28,,45.33,1520827200,59.34,1520794800,42.09,1520827200,59.34,1520794800
"Mon Mar 12 2018","Mostly cloudy throughout the day.","partly-cloudy-day",1520856163,1520898801,0.85,0.0005,0.0024,1520830800,0.27,"rain",50.96,1520884800,29.24,1520942400,50.96,1520884800,29.24,1520942400,31.88,0.69,1018.05,5.73,16.83,1520888400,332,0.72,,,9.35,,35.38,1520852400,50.96,1520884800,30.04,1520859600,50.96,1520884800
"Tue Mar 13 2018","Partly cloudy in the morning.","partly-cloudy-day",1520942480,1520985250,0.88,0.0003,0.0022,1520956800,0.03,"rain",54.58,1520974800,30.6,1521028800,54.58,1520974800,30.6,1521028800,27.02,0.58,1021.23,3.04,14.35,1520978400,303,0.16,,,9.94,,29.24,1520942400,54.58,1520974800,29.24,1520942400,54.58,1520974800
"Wed Mar 14 2018","Clear throughout the day.","clear-day",1521028797,1521071698,0.91,0,0,,0,,49.87,1521064800,28.94,1521115200,48.69,1521064800,28.94,1521115200,23.49,0.54,1022.17,1.92,11.69,1521064800,323,0,,,9.95,,30.6,1521028800,49.87,1521064800,30.6,1521028800,48.69,1521064800
"Thu Mar 15 2018","Clear throughout the day.","clear-day",1521115114,1521158146,0.94,0,0,,0,,68.04,1521147600,42.78,1521190800,68.04,1521147600,42.78,1521190800,28.19,0.52,1017.67,2.3,14.58,1521140400,244,0.01,,,9.82,,28.94,1521115200,68.04,1521147600,28.94,1521115200,68.04,1521147600
"Fri Mar 16 2018","Mostly cloudy starting in the afternoon.","partly-cloudy-night",1521201430,1521244594,0.97,0.0001,0.0004,1521194400,0.02,"rain",67.74,1521234000,58.36,1521259200,67.74,1521234000,58.36,1521259200,44.75,0.67,1015.91,1.71,9.09,1521237600,192,0.37,,,9.95,,42.78,1521190800,67.74,1521234000,42.78,1521190800,67.74,1521234000
"Sat Mar 17 2018","Rain in the morning.","rain",1521287746,1521331042,0.01,0.0084,0.0958,1521288000,0.89,"rain",77.51,1521320400,47.21,1521374400,77.52,1521320400,45.81,1521378000,58.32,0.78,1011.96,3.19,16.6,1521324000,227,0.69,,,9.7,,58.46,1521262800,77.51,1521320400,58.46,1521262800,77.52,1521320400
