time,summary,icon,sunriseTime,sunsetTime,moonPhase,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,dewPoint,humidity,pressure,windSpeed,windGust,windGustTime,windBearing,cloudCover,uvIndex,uvIndexTime,visibility,ozone,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime
"Wed Jan 11 2012","Heavy rain until afternoon.","rain","1326286556","1326322555","0.58","0.0741","0.4083","1326279600","0.97","rain","56.7","1326290400","46.03","1326373200","56.7","1326290400","44.61","1326369600","50.9","0.95","1002.72","2.71","16.04","1326308400","228","0.99","","","6.73","",,"1326337200","57.62","1326265200","45.04","1326337200","57.65","1326265200"
"Thu Jan 12 2012","Mostly cloudy throughout the day.","partly-cloudy-day","1326372948","1326409010","0.62","0.0033","0.0135","1326362400","0.73","rain","47.43","1326384000","25.14","1326448800","46.07","1326376800","17.28","1326445200","35.86","0.88","1008.74","4.98","20.11","1326394800","261","0.89","","","7.4","",,"1326430800","47.43","1326384000","20.07","1326427200","47.3","1326351600"
"Fri Jan 13 2012","Mostly cloudy until afternoon.","partly-cloudy-day","1326459338","1326495465","0.65","0.001","0.0048","1326488400","0.09","snow","35.39","1326492000","21.91","1326546000","34.12","1326495600","21.91","1326546000","19.54","0.68","1020.76","3.89","14.18","1326441600","264","0.52","","","9.68","",,"1326448800","35.39","1326492000","17.28","1326445200","34.12","1326495600"
"Sat Jan 14 2012","Clear throughout the day.","clear-day","1326545726","1326581922","0.69","0.0018","0.0105","1326560400","0.22","rain","55.22","1326574800","27.89","1326632400","55.22","1326574800","27.89","1326632400","24.29","0.61","1022.51","2.99","18.18","1326574800","241","0.06","","","10","",,"1326546000","55.22","1326574800","21.91","1326546000","55.22","1326574800"
"Sun Jan 15 2012","Partly cloudy starting in the evening.","partly-cloudy-night","1326632112","1326668379","0.73","0.0002","0.001","1326650400","0.07","rain","51.73","1326661200","40.93","1326690000","51.73","1326661200","40.93","1326690000","26.18","0.6","1029.65","0.58","7.31","1326639600","88","0.06","","","10","",,"1326632400","51.73","1326661200","27.89","1326632400","51.73","1326661200"
"Mon Jan 16 2012","Overcast throughout the day.","cloudy","1326718497","1326754836","0.76","0","0.0002","1326744000","0","","58.22","1326758400","55.74","1326798000","58.22","1326758400","55.74","1326798000","34.9","0.52","1025.42","5.16","16.59","1326769200","163","0.84","","","10","",,"1326693600","58.22","1326758400","42.04","1326693600","58.22","1326758400"
"Tue Jan 17 2012","Heavy rain in the morning and afternoon.","rain","1326804879","1326841294","0.8","0.0504","0.5018","1326841200","0.95","rain","61.76","1326834000","31.38","1326895200","61.99","1326834000","26.36","1326895200","51.45","0.87","1017.79","3.35","15.56","1326834000","212","0.89","","","8.82","",,"1326862800","61.76","1326834000","35.2","1326862800","61.99","1326834000"
"Wed Jan 18 2012","Mostly cloudy until afternoon.","partly-cloudy-day","1326891260","1326927753","0.84","0.0014","0.0032","1326906000","0.1","snow","38.66","1326920400","28.37","1326970800","38.66","1326920400","28.37","1326970800","26.39","0.75","1023.16","2.96","13.15","1326866400","2","0.49","","","9.72","",,"1326949200","38.66","1326920400","26.36","1326895200","38.66","1326920400"
"Thu Jan 19 2012","Overcast starting in the afternoon.","cloudy","1326977639","1327014212","0.88","0.0011","0.0039","1326996000","0.16","rain","56.26","1327006800","49.52","1327053600","56.26","1327006800","49.52","1327053600","30.09","0.65","1018.32","1.66","11.97","1327006800","176","0.45","","","9.53","",,"1326970800","56.26","1327006800","28.37","1326970800","56.26","1327006800"
"Fri Jan 20 2012","Mostly cloudy throughout the day.","partly-cloudy-day","1327064017","1327100672","0.91","0.0008","0.0064","1327100400","0.38","rain","58.78","1327107600","55.7","1327154400","58.86","1327107600","55.7","1327154400","51.07","0.86","1013.92","2.17","12.59","1327122000","151","0.98","","","7.68","",,"1327053600","63.71","1327122000","49.52","1327053600","64.2","1327122000"
"Sat Jan 21 2012","Rain in the morning.","rain","1327150392","1327187132","0.95","0.03","0.2087","1327154400","0.94","rain","56.73","1327150800","39.62","1327197600","56.73","1327150800","36.81","1327197600","47.68","0.91","1014.51","1.49","15.8","1327129200","324","0.95","","","7.34","",,"1327197600","65.36","1327129200","36.59","1327194000","65.67","1327129200"
"Sun Jan 22 2012","Heavy rain overnight.","rain","1327236766","1327273592","0.98","0.0008","0.0034","1327240800","0.2","rain","59.32","1327269600","56.25","1327323600","59.32","1327269600","56.25","1327323600","50.76","0.93","1015.96","4.32","15.29","1327287600","138","0.99","","","5.83","",,"1327212000","59.5","1327284000","41.14","1327212000","59.5","1327284000"
"Mon Jan 23 2012","Heavy rain in the morning.","rain","1327323138","1327360053","0.02","0.0937","0.9224","1327309200","0.94","rain","63.21","1327338000","34.22","1327410000","63.21","1327338000","34.22","1327410000","48.86","0.75","1013.12","2.59","17.67","1327302000","238","0.44","","","8.67","",,"1327381200","63.21","1327338000","43.57","1327381200","63.21","1327338000"
"Tue Jan 24 2012","Partly cloudy overnight.","partly-cloudy-night","1327409508","1327446514","0.05","0","0","","0","","59.6","1327438800","40.72","1327485600","59.6","1327438800","40.72","1327485600","36.18","0.71","1023.13","1","8.39","1327435200","17","0.06","","","8.95","",,"1327410000","59.6","1327438800","34.22","1327410000","59.6","1327438800"
"Wed Jan 25 2012","Mostly cloudy throughout the day.","partly-cloudy-day","1327495877","1327532975","0.09","0","0","","0","","69.69","1327521600","60.36","1327586400","69.69","1327521600","60.46","1327586400","43.41","0.65","1019.56","2.41","13.38","1327518000","128","0.62","","","9.68","",,"1327485600","69.69","1327521600","40.72","1327485600","69.69","1327521600"
"Thu Jan 26 2012","Heavy rain until afternoon, starting again in the evening.","rain","1327582244","1327619436","0.12","0.0428","0.2473","1327604400","0.92","rain","61.47","1327622400","41.91","1327672800","61.75","1327622400","38.76","1327669200","57.21","0.91","1009.13","2.68","17.35","1327633200","171","0.94","","","8.01","",,"1327640400","61.96","1327579200","53.39","1327640400","62.04","1327579200"
"Fri Jan 27 2012","Mostly cloudy until afternoon.","partly-cloudy-day","1327668609","1327705897","0.15","0.0012","0.0163","1327712400","0.7","rain","52.6","1327701600","36.02","1327741200","52.6","1327701600","36.02","1327741200","39.52","0.81","1015.31","2.83","14.4","1327644000","293","0.57","","","9.38","",,"1327726800","52.6","1327701600","38.03","1327726800","52.6","1327701600"
"Sat Jan 28 2012","Partly cloudy until afternoon.","partly-cloudy-day","1327754973","1327792359","0.18","0.0003","0.0032","1327773600","0.16","rain","54.05","1327777200","24.72","1327838400","54.05","1327777200","24.72","1327838400","30.44","0.67","1023.49","2.23","14.48","1327766400","338","0.2","","","9.39","",,"1327813200","54.05","1327777200","31.81","1327813200","54.05","1327777200"
"Sun Jan 29 2012","Clear throughout the day.","clear-day","1327841335","1327878820","0.21","0","0","","0","","54.35","1327870800","31.29","1327928400","54.35","1327870800","31.29","1327928400","23.28","0.59","1029.36","1.27","10.68","1327867200","243","0.01","","","10","",,"1327838400","54.35","1327870800","24.72","1327838400","54.35","1327870800"
"Mon Jan 30 2012","Clear throughout the day.","clear-day","1327927695","1327965282","0.24","0","0","","0","","62.43","1327957200","42.72","1327993200","62.43","1327957200","42.72","1327993200","26.31","0.5","1027.96","1.75","11.7","1327957200","193","0.03","","","9.69","",,"1327928400","62.43","1327957200","31.29","1327928400","62.43","1327957200"
"Tue Jan 31 2012","Mostly cloudy throughout the day.","partly-cloudy-day","1328014054","1328051743","0.27","0.0003","0.0059","1328025600","0.04","rain","64.16","1328040000","54.51","1328065200","64.16","1328040000","54.51","1328065200","32.77","0.45","1024.92","2.54","12.05","1328040000","167","0.53","","","9.65","",,"1327993200","64.16","1328040000","42.72","1327993200","64.16","1328040000"
"Wed Feb 01 2012","Rain until afternoon, starting again overnight.","rain","1328100411","1328138205","0.3","0.0331","0.1336","1328158800","0.95","rain","58.19","1328130000","49.76","1328173200","58.2","1328130000","49.76","1328173200","54.38","0.93","1020.35","1.93","8.03","1328097600","172","0.97","","","6.34","",,"1328112000","58.19","1328130000","55.39","1328112000","58.2","1328130000"
"Thu Feb 02 2012","Foggy in the morning.","fog","1328186767","1328224666","0.33","0.0006","0.0046","1328162400","0.6","rain","64.81","1328216400","40.92","1328270400","64.81","1328216400","40.92","1328270400","43.27","0.7","1023.56","2.13","11.14","1328209200","25","0.39","","","6.56","",,"1328245200","64.81","1328216400","46.06","1328245200","64.81","1328216400"
"Fri Feb 03 2012","Mostly cloudy starting in the afternoon.","partly-cloudy-night","1328273121","1328311127","0.36","0.0006","0.0104","1328331600","0.69","rain","60.54","1328302800","50.54","1328353200","60.54","1328302800","50.54","1328353200","38.75","0.62","1025.25","3.11","15.32","1328281200","129","0.46","","","9.58","",,"1328270400","60.54","1328302800","40.92","1328270400","60.54","1328302800"
"Sat Feb 04 2012","Rain starting in the afternoon, continuing until evening.","rain","1328359474","1328397588","0.39","0.0251","0.1925","1328392800","0.92","rain","61","1328378400","51.71","1328450400","61","1328378400","51.71","1328450400","52.38","0.88","1019.73","2.02","11.25","1328371200","143","0.97","","","7.03","",,"1328353200","61","1328378400","50.54","1328353200","61","1328378400"
"Sun Feb 05 2012","Mostly cloudy throughout the day.","partly-cloudy-day","1328445825","1328484049","0.42","0.0013","0.008","1328432400","0.68","rain","57.82","1328472000","41.3","1328526000","57.82","1328472000","41.3","1328526000","49.38","0.86","1020.04","2.35","8.29","1328479200","309","0.87","","","8.86","",,"1328504400","57.82","1328472000","44.9","1328504400","57.82","1328472000"
"Mon Feb 06 2012","Mostly cloudy until evening.","partly-cloudy-day","1328532175","1328570510","0.46","0.0001","0.0007","1328536800","0.19","rain","53.34","1328562000","32.82","1328619600","53.34","1328562000","32.82","1328619600","40.18","0.81","1022.95","1.49","7.39","1328544000","359","0.54","","","8.04","",,"1328590800","53.34","1328562000","39.93","1328590800","53.34","1328562000"
"Tue Feb 07 2012","Mostly cloudy starting in the evening.","partly-cloudy-night","1328618523","1328656971","0.48","0.0004","0.002","1328634000","0.07","rain","57.59","1328648400","42.6","1328695200","57.59","1328648400","42.06","1328706000","34.01","0.68","1023.16","1.59","8.6","1328630400","13","0.25","","","8.48","",,"1328619600","57.59","1328648400","32.82","1328619600","57.59","1328648400"
"Wed Feb 08 2012","Mostly cloudy throughout the day.","partly-cloudy-day","1328704870","1328743431","0.53","0.0001","0.0017","1328680800","0.2","rain","49.23","1328731200","34.68","1328785200","47.72","1328720400","32.54","1328778000","36.23","0.71","1025.3","3.55","10.61","1328756400","346","0.87","","","9.44","",,"1328763600","49.23","1328731200","34.69","1328760000","47.72","1328720400"
"Thu Feb 09 2012","Mostly cloudy until afternoon.","partly-cloudy-day","1328791216","1328829891","0.56","0","0","","0","","44.69","1328821200","30.46","1328878800","44.69","1328821200","30.46","1328878800","30.19","0.74","1025.84","2.01","7.9","1328799600","359","0.6","","","9.18","",,"1328850000","44.69","1328821200","31.84","1328850000","44.69","1328821200"
"Fri Feb 10 2012","Mostly cloudy throughout the day.","partly-cloudy-day","1328877560","1328916351","0.6","0.001","0.014","1328914800","0.71","rain","45.74","1328904000","27.87","1328968800","44.16","1328904000","19.35","1328968800","31.45","0.82","1019.93","0.97","7.21","1328900400","290","0.65","","","6.76","",,"1328878800","45.74","1328904000","30.46","1328878800","44.16","1328904000"
"Sat Feb 11 2012","Mostly cloudy until afternoon.","partly-cloudy-day","1328963903","1329002811","0.64","0.001","0.0146","1328965200","0.44","snow","33.23","1328994000","18.31","1329051600","27.05","1328994000","13.33","1329048000","18.3","0.62","1025.64","6.42","18.54","1328972400","333","0.6","","","9.49","",,"1329022800","38.12","1328943600","16.9","1329022800","35.78","1328943600"
"Sun Feb 12 2012","Clear throughout the day.","clear-day","1329050245","1329089270","0.67","0","0","","0","","38.49","1329084000","20.1","1329134400","37.23","1329087600","20.1","1329134400","11.63","0.53","1031.42","2.29","11.06","1329073200","330","0.01","","","9.88","",,"1329051600","38.49","1329084000","13.33","1329048000","37.23","1329087600"
"Mon Feb 13 2012","Mostly cloudy throughout the day.","partly-cloudy-night","1329136585","1329175729","0.71","0.0011","0.0217","1329195600","0.85","rain","45.86","1329166800","37.61","1329210000","45.86","1329166800","33.58","1329210000","22.13","0.65","1023.3","1.19","8.06","1329174000","155","0.56","","","9.69","",,"1329134400","45.86","1329166800","20.1","1329134400","45.86","1329166800"
"Tue Feb 14 2012","Light rain in the morning.","rain","1329222924","1329262187","0.75","0.0069","0.0408","1329210000","0.91","rain","47.24","1329256800","36.02","1329310800","47.24","1329256800","36.02","1329310800","40.36","0.92","1016.75","1.84","10.32","1329210000","160","0.99","","","6.99","",,"1329210000","47.24","1329256800","33.58","1329210000","47.24","1329256800"
"Wed Feb 15 2012","Foggy in the morning.","fog","1329309262","1329348646","0.79","0.0031","0.0465","1329368400","0.91","rain","61.74","1329343200","52.26","1329397200","61.74","1329343200","52.26","1329397200","43.44","0.79","1020.25","1.4","8.58","1329328800","124","0.61","","","7.32","",,"1329310800","61.74","1329343200","36.02","1329310800","61.74","1329343200"
"Thu Feb 16 2012","Rain in the morning.","rain","1329395599","1329435103","0.82","0.0083","0.0592","1329397200","0.84","rain","62.67","1329426000","41.5","1329483600","62.67","1329426000","39.05","1329480000","48.84","0.81","1019.51","0.98","12.5","1329372000","324","0.72","","","8.9","",,"1329447600","62.67","1329426000","48.51","1329447600","62.67","1329426000"
"Fri Feb 17 2012","Partly cloudy starting in the afternoon.","partly-cloudy-night","1329481934","1329521561","0.86","0.0006","0.0098","1329487200","0.09","rain","60.87","1329508800","38.07","1329566400","60.87","1329508800","38.07","1329566400","39.5","0.69","1020.57","2.3","8.76","1329487200","12","0.35","","","9.16","",,"1329483600","60.87","1329508800","39.05","1329480000","60.87","1329508800"
"Sat Feb 18 2012","Mostly cloudy throughout the day.","partly-cloudy-night","1329568269","1329608018","0.9","0.0004","0.0036","1329624000","0.37","rain","57.97","1329591600","42.15","1329660000","57.97","1329591600","38.47","1329660000","40.07","0.72","1015.5","1.18","7.3","1329624000","44","0.51","","","9.87","",,"1329566400","57.97","1329591600","38.07","1329566400","57.97","1329591600"
"Sun Feb 19 2012","Rain in the morning.","rain","1329654602","1329694475","0.93","0.0215","0.1441","1329660000","0.92","rain","44.27","1329688800","27.45","1329739200","40.97","1329688800","27.45","1329739200","38.44","0.88","1013.11","4.57","16.39","1329670800","3","0.79","","","7.69","",,"1329714000","48.65","1329631200","33.89","1329714000","48.65","1329631200"
"Mon Feb 20 2012","Overcast overnight.","cloudy","1329740934","1329780931","0.96","0.0001","0.0016","1329750000","0.21","rain","57.22","1329775200","46.89","1329789600","57.22","1329775200","46.04","1329818400","31.45","0.7","1021.96","1.37","10.21","1329750000","119","0.08","","","8.13","",,"1329739200","57.22","1329775200","27.45","1329739200","57.22","1329775200"
"Tue Feb 21 2012","Mostly cloudy in the morning.","partly-cloudy-day","1329827266","1329867387","0.99","0.0005","0.0041","1329825600","0.44","rain","66.75","1329858000","39.93","1329897600","66.75","1329858000","39.93","1329897600","36.48","0.54","1017.93","4.94","19.1","1329861600","215","0.38","","","9.66","",,"1329886800","66.75","1329858000","44.2","1329886800","66.75","1329858000"
"Wed Feb 22 2012","Rain in the evening.","rain","1329913596","1329953842","0.03","0.0092","0.1251","1329958800","0.83","rain","66.48","1329948000","54.03","1329969600","66.48","1329948000","54.03","1329969600","47.17","0.79","1009.63","3.1","15.16","1329930000","213","0.51","","","8.3","",,"1329897600","66.48","1329948000","39.93","1329897600","66.48","1329948000"
"Thu Feb 23 2012","Partly cloudy in the morning.","partly-cloudy-day","1329999925","1330040298","0.06","0.001","0.0155","1330005600","0.29","rain","77.13","1330034400","55.72","1330092000","77.13","1330034400","55.72","1330092000","57.14","0.76","1000.4","5.64","22.15","1330030800","200","0.3","","","9.01","",,"1329987600","77.13","1330034400","54.83","1329987600","77.13","1330034400"
"Fri Feb 24 2012","Mostly cloudy until afternoon.","partly-cloudy-day","1330086254","1330126752","0.09","0","0","","0","","57.08","1330088400","28.98","1330171200","57.08","1330088400","28.98","1330171200","37.3","0.54","1011.64","5.5","19.94","1330117200","288","0.45","","","9.72","",,"1330146000","69.85","1330063200","36.03","1330146000","70.13","1330063200"
"Sat Feb 25 2012","Partly cloudy overnight.","partly-cloudy-night","1330172581","1330213207","0.12","0","0","","0","","53.65","1330203600","32.56","1330257600","53.65","1330203600","32.56","1330257600","22.91","0.54","1025.66","2.6","17.19","1330192800","294","0.12","","","10","",,"1330171200","53.65","1330203600","28.98","1330171200","53.65","1330203600"
"Sun Feb 26 2012","Mostly cloudy overnight.","partly-cloudy-night","1330258908","1330299661","0.15","0","0","","0","","62.19","1330290000","49.37","1330333200","62.19","1330290000","49.37","1330333200","25.46","0.44","1026.71","2.08","11.65","1330279200","159","0.15","","","10","",,"1330257600","62.19","1330290000","32.56","1330257600","62.19","1330290000"
"Mon Feb 27 2012","Mostly cloudy in the morning.","partly-cloudy-day","1330345233","1330386114","0.18","0","0","","0","","67.52","1330376400","42.91","1330430400","67.52","1330376400","42.91","1330430400","40.34","0.57","1027.69","0.16","6.92","1330369200","35","0.51","","","9.68","",,"1330405200","67.52","1330376400","47.84","1330405200","67.52","1330376400"
"Tue Feb 28 2012","Partly cloudy in the morning.","partly-cloudy-night","1330431558","1330472567","0.21","0.0023","0.0422","1330491600","0.87","rain","69.53","1330459200","59.95","1330488000","69.53","1330459200","60.06","1330488000","48.04","0.75","1024.37","2.78","11.99","1330448400","146","0.56","","","9.35","",,"1330430400","69.53","1330459200","42.91","1330430400","69.53","1330459200"
"Wed Feb 29 2012","Mostly cloudy throughout the day.","partly-cloudy-day","1330517882","1330559020","0.24","0.0033","0.0358","1330560000","0.85","rain","71.95","1330549200","46.07","1330606800","72.28","1330549200","46.07","1330606800","61.92","0.87","1014.6","6.31","20.82","1330549200","207","0.9","","","9.17","",,"1330495200","71.95","1330549200","61.22","1330495200","72.28","1330549200"
"Thu Mar 01 2012","Partly cloudy overnight.","partly-cloudy-night","1330604206","1330645472","0.27","0","0","","0","","73.83","1330639200","59.79","1330653600","73.83","1330639200","59.79","1330653600","43.75","0.55","1012.46","0.92","8.91","1330635600","237","0.15","","","9.61","",,"1330606800","73.83","1330639200","46.07","1330606800","73.83","1330639200"
"Fri Mar 02 2012","Light rain in the morning.","rain","1330690529","1330731925","0.31","0.0082","0.0351","1330707600","0.69","rain","77.79","1330714800","38.95","1330779600","78.13","1330714800","35.63","1330779600","61.51","0.77","1005.3","5.69","20.66","1330704000","212","0.75","","","9.54","",,"1330750800","77.79","1330714800","59.3","1330750800","78.13","1330714800"
"Sat Mar 03 2012","Partly cloudy until evening.","partly-cloudy-day","1330776851","1330818376","0.34","0.0005","0.0107","1330754400","0.65","rain","56.25","1330804800","31.04","1330862400","56.25","1330804800","31.04","1330862400","30.98","0.53","1012.03","3.91","17.1","1330758000","355","0.37","","","10","",,"1330779600","56.25","1330804800","35.63","1330779600","56.25","1330804800"
"Sun Mar 04 2012","Partly cloudy throughout the day.","partly-cloudy-day","1330863172","1330904827","0.37","0","0","","0","","54.8","1330898400","41.73","1330952400","54.8","1330898400","37.97","1330952400","25.7","0.49","1016.13","3.22","14.77","1330887600","268","0.38","","","10","",,"1330862400","54.8","1330898400","31.04","1330862400","54.8","1330898400"
"Mon Mar 05 2012","Clear throughout the day.","clear-day","1330949493","1330991278","0.4","0","0","","0","","53.43","1330977600","35.38","1331024400","53.43","1330977600","35.38","1331024400","26.62","0.46","1026.13","2.92","12.76","1330956000","325","0.03","","","9.67","",,"1331010000","53.43","1330977600","36.47","1331010000","53.43","1330977600"
"Tue Mar 06 2012","Partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-night","1331035813","1331077729","0.44","0","0","","0","","65.31","1331067600","51.14","1331118000","65.31","1331067600","51.14","1331118000","26.43","0.41","1030.15","3.86","13.23","1331067600","142","0.08","","","9.64","",,"1331024400","65.31","1331067600","35.38","1331024400","65.31","1331067600"
"Wed Mar 07 2012","Partly cloudy until evening.","partly-cloudy-day","1331122132","1331164179","0.47","0","0","","0","","70.21","1331154000","58.38","1331208000","70.21","1331154000","58.38","1331208000","45.41","0.58","1027.31","5.48","17.14","1331146800","148","0.34","","","9.68","",,"1331118000","70.21","1331154000","51.14","1331118000","70.21","1331154000"
"Thu Mar 08 2012","Heavy rain starting in the evening.","rain","1331208451","1331250629","0.52","0.0391","0.3036","1331258400","0.94","rain","73.4","1331236800","40.52","1331298000","73.4","1331236800","35.3","1331298000","53.64","0.75","1021.75","2.7","16.18","1331258400","164","0.7","","","8.66","",,"1331269200","73.4","1331236800","49.04","1331269200","73.4","1331236800"
"Fri Mar 09 2012","Mostly cloudy in the morning.","partly-cloudy-night","1331294770","1331337079","0.55","0.0199","0.1576","1331276400","0.92","rain","58.4","1331330400","37.01","1331380800","58.4","1331330400","35.48","1331377200","34.72","0.64","1027.98","5.26","16.37","1331301600","17","0.41","","","9.23","",,"1331298000","58.4","1331330400","35.3","1331298000","58.4","1331330400"
"Sat Mar 10 2012","Clear throughout the day.","clear-day","1331381088","1331423528","0.59","0","0","","0","","67.05","1331413200","48.24","1331438400","67.05","1331413200","48.24","1331438400","31.94","0.5","1028.4","1.62","8.29","1331373600","69","0.06","","","10","",,"1331380800","67.05","1331413200","35.48","1331377200","67.05","1331413200"
"Sun Mar 11 2012","Mostly cloudy throughout the day.","partly-cloudy-day","1331467406","1331509977","0.62","0","0","","0","","67.31","1331503200","60.79","1331550000","67.31","1331503200","60.79","1331550000","43.47","0.56","1026.37","5.2","16.44","1331488800","134","0.51","","","10","",,"1331467200","67.31","1331503200","48.58","1331467200","67.31","1331503200"
"Mon Mar 12 2012","Mostly cloudy throughout the day.","partly-cloudy-day","1331553726","1331596423","0.66","0.0001","0.0011","1331593200","0.13","rain","66.99","1331586000","63.74","1331607600","67.03","1331586000","63.98","1331607600","57.8","0.81","1022.09","5.03","17.81","1331542800","156","0.94","","","9.59","",,"1331550000","66.99","1331586000","60.79","1331550000","67.03","1331586000"
"Tue Mar 13 2012","Mostly cloudy until afternoon.","partly-cloudy-day","1331640043","1331682872","0.7","0.0001","0.0014","1331622000","0.08","rain","78.98","1331672400","54.88","1331726400","78.98","1331672400","54.88","1331726400","59.62","0.75","1021.75","1.97","8.49","1331614800","223","0.58","","","9.54","",,"1331697600","78.98","1331672400","61.37","1331697600","78.98","1331672400"
"Wed Mar 14 2012","Partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-day","1331726360","1331769320","0.73","0","0.0004","1331758800","0","","81.03","1331755200","58.11","1331812800","81.27","1331755200","58.11","1331812800","58.94","0.78","1022.6","1","8.21","1331758800","201","0.27","","","9.17","",,"1331726400","81.03","1331755200","54.88","1331726400","81.27","1331755200"
"Thu Mar 15 2012","Heavy rain in the evening.","rain","1331812676","1331855769","0.77","0.0316","0.482","1331859600","0.93","rain","83.05","1331845200","57.9","1331899200","83.05","1331845200","57.9","1331899200","60.1","0.77","1022.82","1.32","13.77","1331856000","214","0.36","","","7.9","",,"1331812800","83.05","1331845200","58.11","1331812800","83.05","1331845200"
"Fri Mar 16 2012","Partly cloudy throughout the day.","partly-cloudy-day","1331898992","1331942216","0.81","0.0018","0.013","1331877600","0.18","rain","76.94","1331931600","59.1","1331985600","77.06","1331931600","59.1","1331985600","59.84","0.8","1021.38","1.16","10.69","1331928000","243","0.45","","","9.47","",,"1331899200","76.94","1331931600","57.9","1331899200","77.06","1331931600"
